sponsor_name,facebook_followers_sponsor,x_followers_sponsor,instagram_followers_sponsor,youtube_followers_sponsor,category,source_sheet,snapshot_year_sponsor,social_followers_total_sponsor,platforms_available,facebook_share_sponsor,x_share_sponsor,instagram_share_sponsor,youtube_share_sponsor,log_facebook_followers_sponsor,log_x_followers_sponsor,log_instagram_followers_sponsor,log_youtube_followers_sponsor,log_social_followers_total_sponsor,sponsor_social_total,sponsor_facebook_share,sponsor_x_share,sponsor_instagram_share,sponsor_youtube_share,club_name,facebook_followers_club,x_followers_club,instagram_followers_club,youtube_followers_club,snapshot_year_club,social_followers_total_club,social_platforms_available,facebook_share_club,x_share_club,instagram_share_club,youtube_share_club,log_facebook_followers_club,log_x_followers_club,log_instagram_followers_club,log_youtube_followers_club,log_social_followers_total_club,social_data_status,social_data_notes,sponsor_club_digital_fit,sponsor_club_platform_mix_fit,league,country,SVI_2025,svi_rank,predicted_sponsorship_eur_m,match_based_roi_base_pct,aev_cost_coverage_pct,roi_efficiency_index,roi_proxy_available,sponsor_entity_key,sponsor_club_rank,digital_fit_percentile,svi_percentile,recommendation_class,roi_support,recommendation_evidence,recommendation_priority_order,final_recommendation_rank
Ferrero,164620.0,2418.0,67400.0,1740.0,ALIMENTARI,ALIMENTARI,2025,236178.0,4,0.697016656928249,0.0102380407997357,0.285377977627044,0.0073673246449711,12.011401141104225,7.791109510610028,11.118415133585586,7.462214939768189,12.37234527108754,236178.0,0.697016656928249,0.0102380407997357,0.285377977627044,0.0073673246449711,Tottenham Hotspur,37000000.0,8700983.0,17400000.0,4900000.0,2025,68000983.0,4,0.5441097814718355,0.1279537826681123,0.2558786539894577,0.0720577818705944,17.426428497635523,15.978946680677376,16.67198082165602,15.404745967162468,18.03503273362392,WORKBOOK,,97.39976395007974,81.75938009060002,Premier League,England,75.82,6,145.22,,,,0,Ferrero | ALIMENTARI,8,92.70833333333334,94.79166666666666,PRIORITY,ROI_NOT_AVAILABLE,SPONSOR_FIT + SVI,1,2
Ferrero,164620.0,2418.0,67400.0,1740.0,ALIMENTARI,ALIMENTARI,2025,236178.0,4,0.697016656928249,0.0102380407997357,0.285377977627044,0.0073673246449711,12.011401141104225,7.791109510610028,11.118415133585586,7.462214939768189,12.37234527108754,236178.0,0.697016656928249,0.0102380407997357,0.285377977627044,0.0073673246449711,Bayern Munich,64000000.0,6494125.0,44100000.0,5120000.0,2025,119714125.0,4,0.5346069229508214,0.0542469403673125,0.3683775828458003,0.0427685538360657,17.974393656948944,15.68640863398211,17.60197036309281,15.448665192328171,18.600617175261277,WORKBOOK,,97.31814902772192,83.75902660225724,Bundesliga,Germany,90.74,3,171.46,-85.76043760399334,14.239562396006654,26.21589395300713,1,Ferrero | ALIMENTARI,11,89.58333333333334,97.91666666666666,PRIORITY,ROI_AVAILABLE,SPONSOR_FIT + SVI + ROI_PROXY,1,3
Fiji,726276.0,47913.0,153000.0,5710.0,BEVANDE,BEVANDE,2025,932899.0,4,0.778515144726278,0.0513592575402053,0.1640048922766558,0.0061207054568608,13.495686763737751,10.777163016268934,11.938199736300923,8.650149418664864,13.746053292949052,932899.0,0.778515144726278,0.0513592575402053,0.1640048922766558,0.0061207054568608,Inter,35000000.0,2886796.0,14300000.0,4010000.0,2025,56196796.0,4,0.6228113076055083,0.0513694054728671,0.2544629056788219,0.0713563812428025,17.370858648025116,14.875658140966744,16.475770165160203,15.20430204865928,17.8443703203572,WORKBOOK,,97.91342490996269,84.42961628792303,Serie A,Italy,54.34,15,107.45,,,,0,Fiji | BEVANDE,8,92.70833333333334,85.41666666666666,PRIORITY,ROI_NOT_AVAILABLE,SPONSOR_FIT + SVI,1,1
Fiji,726276.0,47913.0,153000.0,5710.0,BEVANDE,BEVANDE,2025,932899.0,4,0.778515144726278,0.0513592575402053,0.1640048922766558,0.0061207054568608,13.495686763737751,10.777163016268934,11.938199736300923,8.650149418664864,13.746053292949052,932899.0,0.778515144726278,0.0513592575402053,0.1640048922766558,0.0061207054568608,Tottenham Hotspur,37000000.0,8700983.0,17400000.0,4900000.0,2025,68000983.0,4,0.5441097814718355,0.1279537826681123,0.2558786539894577,0.0720577818705944,17.426428497635523,15.978946680677376,16.67198082165602,15.404745967162468,18.03503273362392,WORKBOOK,,95.7650033685258,76.55946367455574,Premier League,England,75.82,6,145.22,,,,0,Fiji | BEVANDE,15,85.41666666666666,94.79166666666666,PRIORITY,ROI_NOT_AVAILABLE,SPONSOR_FIT + SVI,1,2
Fiji,726276.0,47913.0,153000.0,5710.0,BEVANDE,BEVANDE,2025,932899.0,4,0.778515144726278,0.0513592575402053,0.1640048922766558,0.0061207054568608,13.495686763737751,10.777163016268934,11.938199736300923,8.650149418664864,13.746053292949052,932899.0,0.778515144726278,0.0513592575402053,0.1640048922766558,0.0061207054568608,Milan,29000000.0,7920765.0,18200000.0,2190000.0,2025,57310765.0,4,0.5060131373224559,0.138207280953238,0.317566865492024,0.038212716232282,17.182806422433504,15.884998476285524,16.716932206992077,14.599412558413585,17.863999052343328,WORKBOOK,,92.55285960288954,72.74979925961779,Serie A,Italy,48.15,22,96.56,-81.99956062385442,18.00043937614558,36.26878184590585,1,Fiji | BEVANDE,24,76.04166666666666,78.125,PRIORITY,ROI_AVAILABLE,SPONSOR_FIT + SVI + ROI_PROXY,1,3
Gatorade,6200000.0,313656.0,1300000.0,222000.0,BEVANDE,BEVANDE,2025,8035656.0,4,0.7715611519457777,0.0390330297862427,0.1617789512144372,0.0276268670535423,15.64006001130563,12.656055311146089,14.077875591662238,12.310437165348777,15.89939932107919,8035656.0,0.7715611519457777,0.0390330297862427,0.1617789512144372,0.0276268670535423,Inter,35000000.0,2886796.0,14300000.0,4010000.0,2025,56196796.0,4,0.6228113076055083,0.0513694054728671,0.2544629056788219,0.0713563812428025,17.370858648025116,14.875658140966744,16.475770165160203,15.20430204865928,17.8443703203572,WORKBOOK,,98.09673694164618,85.12501556597306,Serie A,Italy,54.34,15,107.45,,,,0,Gatorade | BEVANDE,8,92.70833333333334,85.41666666666666,PRIORITY,ROI_NOT_AVAILABLE,SPONSOR_FIT + SVI,1,1
Gatorade,6200000.0,313656.0,1300000.0,222000.0,BEVANDE,BEVANDE,2025,8035656.0,4,0.7715611519457777,0.0390330297862427,0.1617789512144372,0.0276268670535423,15.64006001130563,12.656055311146089,14.077875591662238,12.310437165348777,15.89939932107919,8035656.0,0.7715611519457777,0.0390330297862427,0.1617789512144372,0.0276268670535423,Tottenham Hotspur,37000000.0,8700983.0,17400000.0,4900000.0,2025,68000983.0,4,0.5441097814718355,0.1279537826681123,0.2558786539894577,0.0720577818705944,17.426428497635523,15.978946680677376,16.67198082165602,15.404745967162468,18.03503273362392,WORKBOOK,,95.7774567453894,77.25486295260579,Premier League,England,75.82,6,145.22,,,,0,Gatorade | BEVANDE,16,84.375,94.79166666666666,PRIORITY,ROI_NOT_AVAILABLE,SPONSOR_FIT + SVI,1,2
Gatorade,6200000.0,313656.0,1300000.0,222000.0,BEVANDE,BEVANDE,2025,8035656.0,4,0.7715611519457777,0.0390330297862427,0.1617789512144372,0.0276268670535423,15.64006001130563,12.656055311146089,14.077875591662238,12.310437165348777,15.89939932107919,8035656.0,0.7715611519457777,0.0390330297862427,0.1617789512144372,0.0276268670535423,Milan,29000000.0,7920765.0,18200000.0,2190000.0,2025,57310765.0,4,0.5060131373224559,0.138207280953238,0.317566865492024,0.038212716232282,17.182806422433504,15.884998476285524,16.716932206992077,14.599412558413585,17.863999052343328,WORKBOOK,,92.3784168201818,73.44519853766782,Serie A,Italy,48.15,22,96.56,-81.99956062385442,18.00043937614558,36.26878184590585,1,Gatorade | BEVANDE,25,75.0,78.125,PRIORITY,ROI_AVAILABLE,SPONSOR_FIT + SVI + ROI_PROXY,1,3
Givenchy,2700000.0,1094921.0,16000000.0,116000.0,MODA,MODA,2025,19910921.0,4,0.135603973316955,0.0549909770622865,0.8035791011375114,0.0058259484832469,14.80876270134486,13.906193685818844,16.588099342704055,11.661354090741,16.806778983355922,19910921.0,0.135603973316955,0.0549909770622865,0.8035791011375114,0.0058259484832469,RB Leipzig,1400000.0,278845.0,2200000.0,225000.0,2025,4103845.0,4,0.3411434886064167,0.067947254343183,0.5360826249529405,0.0548266320974598,14.151983508870948,12.538414937085085,14.603968372873895,12.323860125621126,15.227435140762214,WORKBOOK,,91.8307410437516,73.25035238154291,Bundesliga,Germany,49.99,19,99.8,,,,0,Givenchy | MODA,5,95.83333333333334,81.25,PRIORITY,ROI_NOT_AVAILABLE,SPONSOR_FIT + SVI,1,1
Givenchy,2700000.0,1094921.0,16000000.0,116000.0,MODA,MODA,2025,19910921.0,4,0.135603973316955,0.0549909770622865,0.8035791011375114,0.0058259484832469,14.80876270134486,13.906193685818844,16.588099342704055,11.661354090741,16.806778983355922,19910921.0,0.135603973316955,0.0549909770622865,0.8035791011375114,0.0058259484832469,Bayer Leverkusen,3000000.0,482000.0,4600000.0,500000.0,2025,8582000.0,4,0.3495688650664181,0.0561640643206711,0.536005593101841,0.0582614775110696,14.914123179965662,13.085701467719382,15.341567078850604,13.122365377402328,,MANUAL_ESTIMATE_2025,"Manual 2025 approximation from public social-media sources; Facebook=3.0m, X=482k, Instagram=4.6m, YouTube=500k.",91.40060257493808,73.24264919643296,Bundesliga,Germany,52.23,17,103.75,,,,0,Givenchy | MODA,6,94.79166666666666,83.33333333333334,PRIORITY,ROI_NOT_AVAILABLE,SPONSOR_FIT + SVI,1,2
Givenchy,2700000.0,1094921.0,16000000.0,116000.0,MODA,MODA,2025,19910921.0,4,0.135603973316955,0.0549909770622865,0.8035791011375114,0.0058259484832469,14.80876270134486,13.906193685818844,16.588099342704055,11.661354090741,16.806778983355922,19910921.0,0.135603973316955,0.0549909770622865,0.8035791011375114,0.0058259484832469,SC Freiburg,393528.0,275132.0,619000.0,24300.0,2025,1311960.0,4,0.299954266898381,0.2097106619104241,0.4718131650355194,0.0185219061556754,12.88291004170983,12.525009896097972,13.335862167174314,10.098272780745283,14.0870335224346,WORKBOOK,,88.41725161266464,66.8234063898008,Bundesliga,Germany,45.12,25,91.23,,,,0,Givenchy | MODA,9,91.66666666666666,75.0,PRIORITY,ROI_NOT_AVAILABLE,SPONSOR_FIT + SVI,1,3
Givova,49900.0,2138.0,49600.0,498.0,ABBIGLIAMENTO SPORTIVO,ABBIGLIAMENTO SPORTIVO,2025,102136.0,4,0.4885642672515078,0.020932873815305,0.4856270071277512,0.0048758518054358,10.817796321618973,7.668093709082406,10.811766273800105,6.212606095751519,11.534070328319336,102136.0,0.4885642672515078,0.020932873815305,0.4856270071277512,0.0048758518054358,Borussia Dortmund,16000000.0,4062923.0,20800000.0,1570000.0,2025,42432923.0,4,0.3770657043824202,0.0957493076779085,0.4901854156971463,0.0369995722425249,16.588099342704055,15.21741346940481,16.85046359274847,14.266586814266963,17.563435128308676,WORKBOOK,,98.24086951802524,88.85014371309124,Bundesliga,Germany,68.72,8,132.75,-92.09067523851078,7.909324761489218,9.295061495237812,1,Givova | ABBIGLIAMENTO SPORTIVO,3,97.91666666666666,92.70833333333334,PRIORITY,ROI_AVAILABLE,SPONSOR_FIT + SVI + ROI_PROXY,1,1
Givova,49900.0,2138.0,49600.0,498.0,ABBIGLIAMENTO SPORTIVO,ABBIGLIAMENTO SPORTIVO,2025,102136.0,4,0.4885642672515078,0.020932873815305,0.4856270071277512,0.0048758518054358,10.817796321618973,7.668093709082406,10.811766273800105,6.212606095751519,11.534070328319336,102136.0,0.4885642672515078,0.020932873815305,0.4856270071277512,0.0048758518054358,Bayern Munich,64000000.0,6494125.0,44100000.0,5120000.0,2025,119714125.0,4,0.5346069229508214,0.0542469403673125,0.3683775828458003,0.0427685538360657,17.974393656948944,15.68640863398211,17.60197036309281,15.448665192328171,18.600617175261277,WORKBOOK,,98.10037916127156,88.27505757180492,Bundesliga,Germany,90.74,3,171.46,-85.76043760399334,14.239562396006654,26.21589395300713,1,Givova | ABBIGLIAMENTO SPORTIVO,4,96.875,97.91666666666666,PRIORITY,ROI_AVAILABLE,SPONSOR_FIT + SVI + ROI_PROXY,1,2
Givova,49900.0,2138.0,49600.0,498.0,ABBIGLIAMENTO SPORTIVO,ABBIGLIAMENTO SPORTIVO,2025,102136.0,4,0.4885642672515078,0.020932873815305,0.4856270071277512,0.0048758518054358,10.817796321618973,7.668093709082406,10.811766273800105,6.212606095751519,11.534070328319336,102136.0,0.4885642672515078,0.020932873815305,0.4856270071277512,0.0048758518054358,PSG,54000000.0,14613125.0,65700000.0,9930000.0,2025,144243125.0,4,0.374367929147403,0.101308987863373,0.4554809804626737,0.0688421025265502,17.804494623047066,16.49743072387907,18.00060949867554,16.111071136726284,18.787010808837476,WORKBOOK,,97.96040846797388,85.56576352308176,Ligue 1,France,87.38,4,165.55,-85.78582743410401,14.214172565895996,26.148026506911407,1,Givova | ABBIGLIAMENTO SPORTIVO,5,95.83333333333334,96.875,PRIORITY,ROI_AVAILABLE,SPONSOR_FIT + SVI + ROI_PROXY,1,3
Goodyear,3200000.0,38858.0,274000.0,14600.0,PNEUMATICI,PNEUMATICI,2025,3527458.0,4,0.9071688451003528,0.0110158646821592,0.0776763323617177,0.0041389578557703,14.978661680269909,10.567694989198364,12.520887034998584,9.588845298501564,15.07608833967912,3527458.0,0.9071688451003528,0.0110158646821592,0.0776763323617177,0.0041389578557703,Inter,35000000.0,2886796.0,14300000.0,4010000.0,2025,56196796.0,4,0.6228113076055083,0.0513694054728671,0.2544629056788219,0.0713563812428025,17.370858648025116,14.875658140966744,16.475770165160203,15.20430204865928,17.8443703203572,WORKBOOK,,94.78736896673894,71.56424625051557,Serie A,Italy,54.34,15,107.45,,,,0,Goodyear | PNEUMATICI,10,90.625,85.41666666666666,PRIORITY,ROI_NOT_AVAILABLE,SPONSOR_FIT + SVI,1,1
Goodyear,3200000.0,38858.0,274000.0,14600.0,PNEUMATICI,PNEUMATICI,2025,3527458.0,4,0.9071688451003528,0.0110158646821592,0.0776763323617177,0.0041389578557703,14.978661680269909,10.567694989198364,12.520887034998584,9.588845298501564,15.07608833967912,3527458.0,0.9071688451003528,0.0110158646821592,0.0776763323617177,0.0041389578557703,Tottenham Hotspur,37000000.0,8700983.0,17400000.0,4900000.0,2025,68000983.0,4,0.5441097814718355,0.1279537826681123,0.2558786539894577,0.0720577818705944,17.426428497635523,15.978946680677376,16.67198082165602,15.404745967162468,18.03503273362392,WORKBOOK,,91.41095420682414,63.694093637148285,Premier League,England,75.82,6,145.22,,,,0,Goodyear | PNEUMATICI,17,83.33333333333334,94.79166666666666,PRIORITY,ROI_NOT_AVAILABLE,SPONSOR_FIT + SVI,1,2
Goodyear,3200000.0,38858.0,274000.0,14600.0,PNEUMATICI,PNEUMATICI,2025,3527458.0,4,0.9071688451003528,0.0110158646821592,0.0776763323617177,0.0041389578557703,14.978661680269909,10.567694989198364,12.520887034998584,9.588845298501564,15.07608833967912,3527458.0,0.9071688451003528,0.0110158646821592,0.0776763323617177,0.0041389578557703,Milan,29000000.0,7920765.0,18200000.0,2190000.0,2025,57310765.0,4,0.5060131373224559,0.138207280953238,0.317566865492024,0.038212716232282,17.182806422433504,15.884998476285524,16.716932206992077,14.599412558413585,17.863999052343328,WORKBOOK,,86.76462874344291,59.88442922221032,Serie A,Italy,48.15,22,96.56,-81.99956062385442,18.00043937614558,36.26878184590585,1,Goodyear | PNEUMATICI,25,75.0,78.125,PRIORITY,ROI_AVAILABLE,SPONSOR_FIT + SVI + ROI_PROXY,1,3
Gucci,21000000.0,6861393.0,51500000.0,1460000.0,MODA,MODA,2025,80821393.0,4,0.2598321956663132,0.0848957527866415,0.6372075274673873,0.0180645240796579,16.860033043306743,15.741421186055408,17.75709238505144,14.19394767861579,18.207752265671743,80821393.0,0.2598321956663132,0.0848957527866415,0.6372075274673873,0.0180645240796579,RB Leipzig,1400000.0,278845.0,2200000.0,225000.0,2025,4103845.0,4,0.3411434886064167,0.067947254343183,0.5360826249529405,0.0548266320974598,14.151983508870948,12.538414937085085,14.603968372873895,12.323860125621126,15.227435140762214,WORKBOOK,,98.229698266987,88.19265990420946,Bundesliga,Germany,49.99,19,99.8,,,,0,Gucci | MODA,4,96.875,81.25,PRIORITY,ROI_NOT_AVAILABLE,SPONSOR_FIT + SVI,1,1
Gucci,21000000.0,6861393.0,51500000.0,1460000.0,MODA,MODA,2025,80821393.0,4,0.2598321956663132,0.0848957527866415,0.6372075274673873,0.0180645240796579,16.860033043306743,15.741421186055408,17.75709238505144,14.19394767861579,18.207752265671743,80821393.0,0.2598321956663132,0.0848957527866415,0.6372075274673873,0.0180645240796579,Bayer Leverkusen,3000000.0,482000.0,4600000.0,500000.0,2025,8582000.0,4,0.3495688650664181,0.0561640643206711,0.536005593101841,0.0582614775110696,14.914123179965662,13.085701467719382,15.341567078850604,13.122365377402328,,MANUAL_ESTIMATE_2025,"Manual 2025 approximation from public social-media sources; Facebook=3.0m, X=482k, Instagram=4.6m, YouTube=500k.",97.94631356921424,87.00663771684835,Bundesliga,Germany,52.23,17,103.75,,,,0,Gucci | MODA,6,94.79166666666666,83.33333333333334,PRIORITY,ROI_NOT_AVAILABLE,SPONSOR_FIT + SVI,1,2
Gucci,21000000.0,6861393.0,51500000.0,1460000.0,MODA,MODA,2025,80821393.0,4,0.2598321956663132,0.0848957527866415,0.6372075274673873,0.0180645240796579,16.860033043306743,15.741421186055408,17.75709238505144,14.19394767861579,18.207752265671743,80821393.0,0.2598321956663132,0.0848957527866415,0.6372075274673873,0.0180645240796579,Real Madrid,132000000.0,48892183.0,180000000.0,19000000.0,2025,379892183.0,4,0.3474670075009151,0.1287001554333114,0.4738186465921569,0.0500141904736165,18.6983124881264,17.705128105269083,19.00846741441004,16.759949589762293,19.75539804411099,WORKBOOK,,96.51119334882924,83.66111191247695,La Liga,Spain,100.0,1,187.75,,,,0,Gucci | MODA,8,92.70833333333334,100.0,PRIORITY,ROI_NOT_AVAILABLE,SPONSOR_FIT + SVI,1,3
Heineken,23000000.0,164277.0,853000.0,698000.0,BIRRA,BIRRA,2025,24715277.0,4,0.930598512005348,0.0066467796415957,0.0345130665539374,0.0282416417991188,16.951004817371683,12.009315393659888,13.656515998806071,13.45597581440824,17.022932152889755,24715277.0,0.930598512005348,0.0066467796415957,0.0345130665539374,0.0282416417991188,Inter,35000000.0,2886796.0,14300000.0,4010000.0,2025,56196796.0,4,0.6228113076055083,0.0513694054728671,0.2544629056788219,0.0713563812428025,17.370858648025116,14.875658140966744,16.475770165160203,15.20430204865928,17.8443703203572,WORKBOOK,,93.44552227321785,69.22127956001603,Serie A,Italy,54.34,15,107.45,,,,0,Heineken | BIRRA,11,89.58333333333334,85.41666666666666,PRIORITY,ROI_NOT_AVAILABLE,SPONSOR_FIT + SVI,1,1
Heineken,23000000.0,164277.0,853000.0,698000.0,BIRRA,BIRRA,2025,24715277.0,4,0.930598512005348,0.0066467796415957,0.0345130665539374,0.0282416417991188,16.951004817371683,12.009315393659888,13.656515998806071,13.45597581440824,17.022932152889755,24715277.0,0.930598512005348,0.0066467796415957,0.0345130665539374,0.0282416417991188,Tottenham Hotspur,37000000.0,8700983.0,17400000.0,4900000.0,2025,68000983.0,4,0.5441097814718355,0.1279537826681123,0.2558786539894577,0.0720577818705944,17.426428497635523,15.978946680677376,16.67198082165602,15.404745967162468,18.03503273362392,WORKBOOK,,89.83791989165293,61.35112694664876,Premier League,England,75.82,6,145.22,,,,0,Heineken | BIRRA,18,82.29166666666666,94.79166666666666,PRIORITY,ROI_NOT_AVAILABLE,SPONSOR_FIT + SVI,1,2
Heineken,23000000.0,164277.0,853000.0,698000.0,BIRRA,BIRRA,2025,24715277.0,4,0.930598512005348,0.0066467796415957,0.0345130665539374,0.0282416417991188,16.951004817371683,12.009315393659888,13.656515998806071,13.45597581440824,17.022932152889755,24715277.0,0.930598512005348,0.0066467796415957,0.0345130665539374,0.0282416417991188,Athletic Bilbao,4300000.0,984531.0,1600000.0,746000.0,2025,7630531.0,4,0.5635256576508241,0.1290252277331682,0.2096839656375159,0.0977651489784918,15.274125813221904,13.79992168034212,14.285514812209817,13.522482219667571,15.847668125600624,WORKBOOK,,92.26473621752444,63.292714564547616,La Liga,Spain,31.48,41,67.25,,,,0,Heineken | BIRRA,14,86.45833333333334,58.333333333333336,STRONG_FIT,ROI_NOT_AVAILABLE,SPONSOR_FIT + SVI,2,3
Hermes,4000000.0,160275.0,15400000.0,420000.0,MODA,MODA,2025,19980275.0,4,0.2001974447298648,0.0080216613635197,0.7707601622099796,0.0210207316966358,15.201805169084134,11.984652608112238,16.54987813231892,12.948012371209098,16.810256144903086,19980275.0,0.2001974447298648,0.0080216613635197,0.7707601622099796,0.0210207316966358,RB Leipzig,1400000.0,278845.0,2200000.0,225000.0,2025,4103845.0,4,0.3411434886064167,0.067947254343183,0.5360826249529405,0.0548266320974598,14.151983508870948,12.538414937085085,14.603968372873895,12.323860125621126,15.227435140762214,WORKBOOK,,94.5625038519057,76.53224627429609,Bundesliga,Germany,49.99,19,99.8,,,,0,Hermes | MODA,5,95.83333333333334,81.25,PRIORITY,ROI_NOT_AVAILABLE,SPONSOR_FIT + SVI,1,1
Hermes,4000000.0,160275.0,15400000.0,420000.0,MODA,MODA,2025,19980275.0,4,0.2001974447298648,0.0080216613635197,0.7707601622099796,0.0210207316966358,15.201805169084134,11.984652608112238,16.54987813231892,12.948012371209098,16.810256144903086,19980275.0,0.2001974447298648,0.0080216613635197,0.7707601622099796,0.0210207316966358,Bayer Leverkusen,3000000.0,482000.0,4600000.0,500000.0,2025,8582000.0,4,0.3495688650664181,0.0561640643206711,0.536005593101841,0.0582614775110696,14.914123179965662,13.085701467719382,15.341567078850604,13.122365377402328,,MANUAL_ESTIMATE_2025,"Manual 2025 approximation from public social-media sources; Facebook=3.0m, X=482k, Instagram=4.6m, YouTube=500k.",94.3434517694403,76.52454308918615,Bundesliga,Germany,52.23,17,103.75,,,,0,Hermes | MODA,6,94.79166666666666,83.33333333333334,PRIORITY,ROI_NOT_AVAILABLE,SPONSOR_FIT + SVI,1,2
Hermes,4000000.0,160275.0,15400000.0,420000.0,MODA,MODA,2025,19980275.0,4,0.2001974447298648,0.0080216613635197,0.7707601622099796,0.0210207316966358,15.201805169084134,11.984652608112238,16.54987813231892,12.948012371209098,16.810256144903086,19980275.0,0.2001974447298648,0.0080216613635197,0.7707601622099796,0.0210207316966358,Borussia Dortmund,16000000.0,4062923.0,20800000.0,1570000.0,2025,42432923.0,4,0.3770657043824202,0.0957493076779085,0.4901854156971463,0.0369995722425249,16.588099342704055,15.21741346940481,16.85046359274847,14.266586814266963,17.563435128308676,WORKBOOK,,91.0757984002232,71.94252534871669,Bundesliga,Germany,68.72,8,132.75,-92.09067523851078,7.909324761489218,9.295061495237812,1,Hermes | MODA,9,91.66666666666666,92.70833333333334,PRIORITY,ROI_AVAILABLE,SPONSOR_FIT + SVI + ROI_PROXY,1,3
Hugo Boss,8600000.0,648440.0,12300000.0,263000.0,MODA,MODA,2025,21811440.0,4,0.3942885018137271,0.029729353036755,0.5639242525940515,0.0120578925554663,15.9672728775028,13.38232629941705,16.325109901643454,12.479913113434042,16.89794520660506,21811440.0,0.3942885018137271,0.029729353036755,0.5639242525940515,0.0120578925554663,Bayer Leverkusen,3000000.0,482000.0,4600000.0,500000.0,2025,8582000.0,4,0.3495688650664181,0.0561640643206711,0.536005593101841,0.0582614775110696,14.914123179965662,13.085701467719382,15.341567078850604,13.122365377402328,,MANUAL_ESTIMATE_2025,"Manual 2025 approximation from public social-media sources; Facebook=3.0m, X=482k, Instagram=4.6m, YouTube=500k.",99.58448587880244,92.73617037604804,Bundesliga,Germany,52.23,17,103.75,,,,0,Hugo Boss | MODA,2,98.95833333333334,83.33333333333334,PRIORITY,ROI_NOT_AVAILABLE,SPONSOR_FIT + SVI,1,1
Hugo Boss,8600000.0,648440.0,12300000.0,263000.0,MODA,MODA,2025,21811440.0,4,0.3942885018137271,0.029729353036755,0.5639242525940515,0.0120578925554663,15.9672728775028,13.38232629941705,16.325109901643454,12.479913113434042,16.89794520660506,21811440.0,0.3942885018137271,0.029729353036755,0.5639242525940515,0.0120578925554663,RB Leipzig,1400000.0,278845.0,2200000.0,225000.0,2025,4103845.0,4,0.3411434886064167,0.067947254343183,0.5360826249529405,0.0548266320974598,14.151983508870948,12.538414937085085,14.603968372873895,12.323860125621126,15.227435140762214,WORKBOOK,,99.47512292530344,91.90133591515784,Bundesliga,Germany,49.99,19,99.8,,,,0,Hugo Boss | MODA,3,97.91666666666666,81.25,PRIORITY,ROI_NOT_AVAILABLE,SPONSOR_FIT + SVI,1,2
Hugo Boss,8600000.0,648440.0,12300000.0,263000.0,MODA,MODA,2025,21811440.0,4,0.3942885018137271,0.029729353036755,0.5639242525940515,0.0120578925554663,15.9672728775028,13.38232629941705,16.325109901643454,12.479913113434042,16.89794520660506,21811440.0,0.3942885018137271,0.029729353036755,0.5639242525940515,0.0120578925554663,Borussia Dortmund,16000000.0,4062923.0,20800000.0,1570000.0,2025,42432923.0,4,0.3770657043824202,0.0957493076779085,0.4901854156971463,0.0369995722425249,16.588099342704055,15.21741346940481,16.85046359274847,14.266586814266963,17.563435128308676,WORKBOOK,,99.20370275145524,90.9038365671788,Bundesliga,Germany,68.72,8,132.75,-92.09067523851078,7.909324761489218,9.295061495237812,1,Hugo Boss | MODA,4,96.875,92.70833333333334,PRIORITY,ROI_AVAILABLE,SPONSOR_FIT + SVI + ROI_PROXY,1,3
Ichnusa,664199.0,3175.0,74500.0,1520.0,BIRRA,BIRRA,2025,743394.0,4,0.8934683357681122,0.00427095187747,0.1002160361800068,0.0020446761744108,13.406338587924784,8.063377822367027,11.218567827096358,7.327123292259293,13.518982810968486,743394.0,0.8934683357681122,0.00427095187747,0.1002160361800068,0.0020446761744108,Inter,35000000.0,2886796.0,14300000.0,4010000.0,2025,56196796.0,4,0.6228113076055083,0.0513694054728671,0.2544629056788219,0.0713563812428025,17.370858648025116,14.875658140966744,16.475770165160203,15.20430204865928,17.8443703203572,WORKBOOK,,95.45790107641336,72.9342971837396,Serie A,Italy,54.34,15,107.45,,,,0,Ichnusa | BIRRA,9,91.66666666666666,85.41666666666666,PRIORITY,ROI_NOT_AVAILABLE,SPONSOR_FIT + SVI,1,1
Ichnusa,664199.0,3175.0,74500.0,1520.0,BIRRA,BIRRA,2025,743394.0,4,0.8934683357681122,0.00427095187747,0.1002160361800068,0.0020446761744108,13.406338587924784,8.063377822367027,11.218567827096358,7.327123292259293,13.518982810968486,743394.0,0.8934683357681122,0.00427095187747,0.1002160361800068,0.0020446761744108,Tottenham Hotspur,37000000.0,8700983.0,17400000.0,4900000.0,2025,68000983.0,4,0.5441097814718355,0.1279537826681123,0.2558786539894577,0.0720577818705944,17.426428497635523,15.978946680677376,16.67198082165602,15.404745967162468,18.03503273362392,WORKBOOK,,92.09282691804272,65.06414457037233,Premier League,England,75.82,6,145.22,,,,0,Ichnusa | BIRRA,17,83.33333333333334,94.79166666666666,PRIORITY,ROI_NOT_AVAILABLE,SPONSOR_FIT + SVI,1,2
